t,x,y,z,fl
1.542494402513999939e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.790975086292251945e+03,3.792946104374228992e-06
1.542494718151000023e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791925086306408048e+03,3.647463204757628356e-06
1.542495030920000076e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.790950086291879416e+03,3.912785465611761228e-06
1.542495347036999941e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792250086311250925e+03,3.746746570144063584e-06
1.542495659706000090e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792300086311995983e+03,4.175673498760265326e-06
1.542495972549000025e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792225086310878396e+03,3.701503278159421213e-06
1.542496285385999918e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792175086310133338e+03,3.602826951929569194e-06
1.542496599612999916e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792100086309015751e+03,3.949030246136183877e-06
1.542496914621000051e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792050086308270693e+03,3.648946314473927630e-06
1.542497232390000105e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.789850086275488138e+03,3.690270228110600536e-06
1.542497551108999968e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.787575086241587996e+03,3.600311010094290848e-06
1.542497863259999990e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.787625086242333055e+03,3.683766072993523434e-06
1.542498180977999926e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.786750086229294538e+03,3.673905687091089154e-06
1.542498496415999889e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.786675086228176951e+03,3.750758030612787420e-06
1.542498809322999954e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.786600086227059364e+03,3.801761989213297123e-06
1.542499131558000088e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.787900086246430874e+03,3.861583336196186506e-06
1.542499443437000036e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.787950086247175932e+03,3.858676115599431528e-06
1.542499757749000072e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.787875086246058345e+03,3.764805204437352089e-06
1.542500076549000025e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.786950086232274771e+03,3.631714136354290934e-06
1.542500391038000107e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.786875086231157184e+03,3.706393152689796881e-06
1.542500705542000055e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.786350086223334074e+03,3.673912349702587888e-06
1.542501025470999956e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.788250086251646280e+03,3.661400935508232798e-06
1.542501341190000057e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.787225086236372590e+03,3.970060740865764022e-06
1.542501653973999977e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.787300086237490177e+03,3.804988350793111548e-06
1.542501969253000021e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.787475086240097880e+03,4.015755128407883226e-06
1.542502285153000116e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.788025086248293519e+03,3.960714058403275779e-06
1.542502605707999945e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.789700086273252964e+03,3.923853491634154706e-06
1.542502919249000072e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.789700086273252964e+03,3.570752296307803236e-06
1.542503231844000101e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.789775086274370551e+03,3.685511646551996351e-06
1.542503545428999901e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.788700086258351803e+03,3.700688384317103930e-06
1.542503862575999975e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.789250086266547441e+03,3.802066443730980876e-06
1.542504179566999912e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.788225086251273751e+03,3.760985638457958808e-06
1.542504492953000069e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.787950086247175932e+03,3.597038314168838548e-06
1.542504810253999949e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.789275086266919971e+03,3.922969854118763001e-06
1.542505124591000080e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.789375086268410087e+03,3.771407173779352986e-06
1.542505439102999926e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.789400086268782616e+03,3.935080790304104108e-06
1.542505752602999926e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.789000086262822151e+03,4.075544370407423696e-06
1.542506069043999910e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.790275086281821132e+03,3.727584046518916991e-06
